file_name,label,nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_index_finger_x,left_index_finger_y,right_index_finger_x,right_index_finger_y,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z
frame_15084.jpg,0,0.4559,0.38847,0.70283,0.38265,0.20013,0.36244,0.84941,0.54069,0.09558,0.60943,0.90655,0.73501,0.26021,0.72159,0.85285,0.77513,0.3194,0.73783,0.49438,0.34224,-1.39881,0.51723,0.33361,-1.3991
frame_15102.jpg,0,0.40386,0.40393,0.68829,0.40584,0.17182,0.38285,0.82713,0.61847,0.10568,0.61828,0.91085,0.75881,0.1876,0.76006,0.85574,0.80842,0.22663,0.77747,0.44507,0.34614,-1.40604,0.47139,0.33713,-1.4064
frame_1512.jpg,0,0.42978,0.28061,0.81289,0.46731,0.16291,0.51682,0.87798,0.82363,0.21197,0.92758,0.79267,0.92575,0.35589,0.59828,0.72106,0.9415,0.3704,0.48182,0.46963,0.21567,-1.82378,0.49455,0.21172,-1.82431
frame_15120.jpg,0,0.35764,0.38942,0.67831,0.41282,0.18435,0.39345,0.84019,0.64453,0.13004,0.61632,0.89174,0.74365,0.12942,0.77366,0.84036,0.77618,0.13467,0.7801,0.39007,0.34387,-1.48159,0.41548,0.33746,-1.48184
frame_15138.jpg,0,0.39813,0.39476,0.6758,0.40517,0.2407,0.40074,0.78765,0.57854,0.1771,0.63311,0.90653,0.73195,0.10553,0.71817,0.86636,0.78332,0.07398,0.72936,0.42291,0.34335,-1.07089,0.44766,0.33569,-1.07108
frame_15156.jpg,0,0.42452,0.48359,0.70448,0.50633,0.24341,0.49367,0.87431,0.84023,0.19046,0.82813,0.87965,0.96241,0.1051,0.89957,0.8744,0.95935,0.08048,0.8721,0.45904,0.42051,-1.54874,0.48492,0.41041,-1.54847
frame_15174.jpg,0,0.40323,0.38121,0.67973,0.40358,0.18589,0.37159,0.83262,0.61677,0.13108,0.6089,0.91669,0.73842,0.09708,0.76763,0.86497,0.77799,0.08254,0.79154,0.43653,0.33058,-1.34273,0.45931,0.32289,-1.34309
frame_15192.jpg,0,0.41149,0.36797,0.6723,0.38477,0.17989,0.36015,0.80735,0.56251,0.10645,0.56889,0.90141,0.72151,0.20867,0.6886,0.85007,0.76419,0.24733,0.7017,0.44988,0.31595,-1.38975,0.47185,0.30979,-1.39001
frame_15210.jpg,0,0.45974,0.38568,0.6805,0.39593,0.17479,0.38224,0.83669,0.58431,0.11942,0.64924,0.8959,0.73696,0.36434,0.72857,0.83506,0.78706,0.46778,0.72943,0.49544,0.34556,-1.55491,0.51418,0.34236,-1.55534
frame_15228.jpg,0,0.47067,0.39095,0.70636,0.39978,0.17272,0.38187,0.83182,0.62908,0.08652,0.65785,0.89913,0.76168,0.39197,0.73271,0.84538,0.78981,0.48932,0.71859,0.51843,0.35668,-2.12382,0.53879,0.35386,-2.12383
frame_15246.jpg,0,0.46389,0.39123,0.71979,0.41798,0.15037,0.39545,0.85681,0.6586,0.10101,0.68499,0.93849,0.75395,0.45943,0.75404,0.8699,0.79961,0.55951,0.73328,0.50867,0.35012,-1.77889,0.53028,0.34821,-1.77921
frame_15264.jpg,0,0.45302,0.47372,0.71524,0.47365,0.17848,0.43845,0.8425,0.75421,0.10496,0.80627,0.91537,0.91098,0.38601,0.89753,0.85998,0.95063,0.46792,0.8913,0.49536,0.41997,-1.77077,0.51779,0.41297,-1.77094
frame_15282.jpg,0,0.45439,0.39977,0.68068,0.38101,0.19141,0.36164,0.82404,0.58639,0.10032,0.58529,0.9051,0.75286,0.21773,0.71386,0.85298,0.78074,0.26386,0.74602,0.49231,0.34786,-1.3371,0.51535,0.33821,-1.33739
frame_1530.jpg,0,0.43418,0.27584,0.80603,0.46612,0.17188,0.5058,0.85675,0.8338,0.20909,0.94217,0.77937,0.94342,0.34638,0.60083,0.70189,0.96526,0.36573,0.47475,0.48595,0.20694,-1.47654,0.51193,0.20426,-1.47718
frame_15300.jpg,0,0.4357,0.485,0.70042,0.52186,0.15112,0.47945,0.89126,0.8919,0.07763,0.8037,100,100,0.15334,1.00027,100,100,100,100,0.47505,0.42805,-2.34426,0.49736,0.41961,-2.34427
frame_15318.jpg,0,0.44019,0.4509,0.71819,0.52681,0.22481,0.48574,0.89999,0.89034,0.1669,0.7856,0.85039,1.1059,0.11186,0.93552,0.83195,1.1527,0.08318,0.96153,0.46535,0.38949,-2.37963,0.48745,0.37943,-2.37992
frame_15336.jpg,0,0.32487,0.39208,0.53031,0.53956,0.17787,0.5581,0.67596,0.7739,0.15667,0.82788,0.84673,0.94848,0.09525,0.99061,0.91196,0.9846,0.05059,1.04684,0.34841,0.34527,-0.85323,0.36474,0.34168,-0.85306
frame_15354.jpg,0,0.37613,0.32241,0.52881,0.45728,0.23014,0.49359,0.66627,0.72886,0.20597,0.78958,0.83905,0.9269,0.16054,0.95433,0.90531,0.94909,0.14215,0.98924,0.39207,0.2692,-0.89905,0.40371,0.26497,-0.89892
frame_15372.jpg,0,0.51371,0.34676,0.85476,0.47219,0.32331,0.49919,0.97742,0.82225,0.28751,0.81127,0.67245,0.89849,0.18717,0.96399,0.54423,0.89883,0.159,0.95881,0.54158,0.28748,-1.90785,0.56807,0.28312,-1.90824
frame_15390.jpg,0,0.49024,0.27428,0.84903,0.46896,0.31149,0.50234,1.0067,0.82604,0.29557,0.81296,0.70123,0.87061,0.17642,0.93649,0.5759,0.85431,0.14851,0.92084,0.52423,0.22435,-1.65851,0.55176,0.22304,-1.65904
frame_15408.jpg,0,0.37284,0.32842,0.58521,0.47052,0.21155,0.51934,0.65203,0.81127,0.18723,0.83179,0.76205,0.89956,0.11765,0.95212,0.84715,0.90028,0.08604,0.94745,0.39062,0.27149,-0.8347,0.40608,0.26473,-0.83471
frame_15426.jpg,0,0.42511,0.45717,0.65379,0.59976,0.26155,0.54899,0.74792,0.91837,0.20923,0.80217,0.86518,0.84522,0.12321,0.96531,0.89007,0.76978,0.08069,0.97195,0.44949,0.40655,-0.98801,0.46838,0.40069,-0.9882
frame_15444.jpg,0,0.42244,0.47928,0.62536,0.60851,0.259,0.55693,0.68956,0.94118,0.18988,0.84025,0.86099,0.88928,0.10934,0.95962,0.90832,0.81814,0.06519,0.9363,0.44465,0.42117,-0.59665,0.46006,0.41611,-0.59667
frame_15462.jpg,0,0.5384,0.34141,0.88714,0.48595,0.33506,0.50218,0.99635,0.85043,0.29571,0.82449,0.66647,0.91731,0.20074,0.96178,0.54064,0.89883,0.1742,0.95782,0.56965,0.2811,-1.97619,0.59716,0.27597,-1.97652
frame_1548.jpg,0,0.46829,0.25274,0.81571,0.50372,0.19735,0.51494,0.88851,0.79137,0.13494,0.81867,0.74423,0.93464,0.2894,0.96309,0.67338,0.96474,0.35367,0.99644,0.51331,0.20992,-1.07568,0.53669,0.21038,-1.07583
frame_15480.jpg,0,0.45572,0.33019,0.82277,0.45364,0.32232,0.48441,0.98363,0.81162,0.30013,0.80714,0.68297,0.87889,0.21637,0.94124,0.55623,0.86192,0.17999,0.94156,0.48279,0.26803,-1.42436,0.50942,0.26047,-1.42438
frame_15498.jpg,0,0.50171,0.32315,0.81101,0.45306,0.32818,0.48334,0.98845,0.79292,0.2821,0.82794,0.71676,0.78798,0.19424,0.91635,0.60734,0.73258,0.13848,0.89172,0.52543,0.26712,-1.48457,0.54924,0.26203,-1.48459
frame_15516.jpg,0,0.51922,0.32517,0.85145,0.46453,0.33149,0.48725,0.97076,0.81433,0.30901,0.80975,0.86664,0.75792,0.20698,0.94787,0.81338,0.68353,0.16177,0.93643,0.55189,0.2649,-1.79705,0.57896,0.25786,-1.79748
frame_15534.jpg,0,0.56137,0.32746,0.8667,0.46599,0.32834,0.50337,0.98842,0.75279,0.30107,0.81275,1.00985,0.84188,0.17726,0.95501,0.94124,0.85104,0.12821,0.94742,0.59008,0.26643,-1.58945,0.61167,0.25925,-1.59005
frame_15552.jpg,0,0.57749,0.35092,0.86878,0.49249,0.33287,0.51071,0.92343,0.78636,0.27635,0.83647,100,100,0.17535,0.98636,100,100,0.14756,0.98994,0.60147,0.28287,-1.73407,0.62223,0.27558,-1.73479
frame_15570.jpg,0,0.54097,0.32985,0.83502,0.47739,0.36155,0.48807,0.90778,0.81292,0.32651,0.80083,0.8849,0.85551,0.2088,0.94882,0.86826,0.83579,0.15749,0.94134,0.56645,0.26935,-1.33745,0.58769,0.26487,-1.33807
frame_15588.jpg,0,0.44805,0.31739,0.70412,0.47502,0.27989,0.47741,0.72947,0.8545,0.25793,0.79119,0.84126,0.82316,0.14363,0.93571,0.88534,0.77121,0.10012,0.94863,0.47305,0.25337,-1.00392,0.48995,0.24792,-1.0045
frame_15606.jpg,0,0.55128,0.35951,0.86637,0.4802,0.35495,0.48641,0.98049,0.84141,0.31577,0.80648,0.65105,0.90962,0.2021,0.93508,0.5278,0.89432,0.15885,0.92244,0.57947,0.28877,-1.7899,0.60112,0.285,-1.79025
frame_15624.jpg,0,0.57291,0.34321,0.87032,0.48227,0.32812,0.49791,1.00864,0.81052,0.3002,0.80425,0.69369,0.89289,0.1791,0.94593,0.56899,0.87111,0.13571,0.94295,0.60097,0.28358,-2.23036,0.62243,0.27853,-2.23083
frame_15642.jpg,0,0.55966,0.35595,0.86364,0.47584,0.33503,0.48161,0.97364,0.81338,0.29061,0.80335,0.75931,0.7987,0.16698,0.91582,0.67687,0.73373,0.11203,0.89624,0.59141,0.29882,-2.00008,0.61332,0.29339,-2.00057
frame_1566.jpg,0,0.5078,0.19958,0.8513,0.46087,0.1826,0.4702,0.92187,0.73378,0.16491,0.79084,0.87158,0.8914,0.34524,0.92856,0.8171,0.93173,0.42636,0.95142,0.55547,0.15912,-1.23105,0.58434,0.15912,-1.23126
frame_15660.jpg,0,0.54059,0.35452,0.89602,0.48269,0.2873,0.51771,0.96951,0.78331,0.26567,0.82757,0.8562,0.8889,0.21066,0.91109,0.78774,0.87498,0.19398,0.8925,0.56685,0.29401,-1.42128,0.59309,0.28684,-1.4216
frame_15678.jpg,0,0.36584,0.38392,0.71182,0.45617,0.15569,0.51565,0.78701,0.79355,0.16458,0.85,100,100,100,100,100,100,100,100,0.3653,0.31839,-1.10193,0.38752,0.30418,-1.10239
frame_15696.jpg,0,0.65812,0.35894,0.84997,0.53096,0.19657,0.45875,0.82625,0.89107,0.15052,0.81082,0.62016,0.86057,100,100,0.59134,0.81118,100,100,0.70998,0.30955,-1.62273,0.73122,0.31173,-1.62335
frame_15714.jpg,0,0.74073,0.39805,0.75967,0.53099,0.27549,0.36145,0.60824,0.89222,0.16732,0.68717,0.50081,0.90893,0.12459,0.83683,0.45781,0.87373,0.12643,0.86464,0.79217,0.36191,-1.08313,0.8014,0.36472,-1.08351
frame_15732.jpg,0,0.73657,0.39379,0.76372,0.51774,0.28752,0.36271,0.62665,0.87446,0.18492,0.70668,100,100,0.2183,0.87828,100,100,0.23641,0.87659,0.78469,0.35653,-1.14017,0.79469,0.35962,-1.14055
frame_15750.jpg,0,0.72596,0.40333,0.75318,0.53216,0.28255,0.36245,0.63232,0.87875,0.17984,0.68068,0.51256,0.92379,0.14645,0.81962,0.46284,0.88614,0.16128,0.84177,0.77487,0.36867,-0.93681,0.78358,0.37176,-0.93715
frame_15768.jpg,0,0.71501,0.39184,0.74297,0.53665,0.2871,0.35925,0.6107,0.89945,0.18076,0.66235,0.46603,0.89753,0.13337,0.78756,0.3878,0.87291,0.14647,0.82074,0.75961,0.36043,-0.90228,0.76803,0.36435,-0.90249
frame_15786.jpg,0,0.71987,0.39525,0.74307,0.53305,0.26644,0.36304,0.61734,0.907,0.14374,0.71046,0.40549,0.90985,0.11822,0.81946,0.36005,0.84945,0.1331,0.83722,0.76883,0.36207,-1.12657,0.77851,0.36634,-1.12674
frame_15804.jpg,0,0.74569,0.38154,0.75254,0.55239,0.29114,0.37656,0.69988,0.92522,0.15693,0.67728,0.46362,0.87993,0.1376,0.8247,0.3933,0.80678,0.12472,0.86191,0.7894,0.34146,-0.82372,0.79718,0.34397,-0.82393
frame_15822.jpg,0,0.72883,0.38576,0.77012,0.52804,0.2753,0.36207,0.68178,0.91252,0.1384,0.67777,0.45814,0.86359,0.11344,0.84317,0.38172,0.79301,0.11161,0.88152,0.7795,0.35057,-0.98282,0.78865,0.35333,-0.9831
frame_1584.jpg,0,0.70499,0.17664,0.90785,0.42833,0.21603,0.47983,0.98919,0.70861,0.15384,0.78151,0.90788,0.87235,0.32881,0.91405,0.83513,0.91196,0.41818,0.93052,0.66325,0.13509,-1.05133,0.66794,0.13449,-1.05193
frame_15840.jpg,0,0.71722,0.38297,0.74568,0.52147,0.278,0.36562,0.65003,0.90677,0.14156,0.68802,0.44103,0.88598,0.1551,0.8549,0.37296,0.82997,0.15572,0.88059,0.76253,0.34559,-0.9025,0.77197,0.34839,-0.90267
frame_15858.jpg,0,0.61829,0.37903,0.67841,0.49756,0.2142,0.40441,0.6851,0.83443,0.09083,0.74312,0.79522,0.90026,0.11376,0.92576,0.89404,0.89286,0.10618,0.92586,0.65216,0.34256,-0.85119,0.66059,0.34376,-0.85149
frame_15876.jpg,0,0.59114,0.36756,0.67356,0.50596,0.23019,0.42816,0.68263,0.84248,0.12164,0.78376,0.82457,0.91132,0.06225,0.96498,0.90705,0.91124,0.04956,0.97141,0.62386,0.3266,-0.68805,0.63394,0.3288,-0.68862
frame_15894.jpg,0,0.72824,0.37809,0.79624,0.53049,0.26583,0.39453,0.72248,0.91323,0.11838,0.70934,0.49399,0.84076,100,100,0.42818,0.73571,100,100,0.77931,0.34012,-1.30161,0.79342,0.34492,-1.30207
frame_15912.jpg,0,0.72346,0.38758,0.78443,0.55031,0.28595,0.39379,0.67773,0.93676,0.14563,0.77487,0.43713,0.85368,0.34416,0.84815,0.37464,0.76349,100,100,0.77538,0.34985,-1.13818,0.78904,0.35506,-1.13854
frame_15930.jpg,0,0.72614,0.39009,0.80157,0.54289,0.28455,0.38688,0.72539,0.93704,0.13406,0.74033,0.46824,0.85679,0.34283,0.84954,0.40067,0.75303,100,100,0.78178,0.35184,-1.43594,0.79484,0.35673,-1.43625
frame_15948.jpg,0,0.61601,0.36549,0.69195,0.50309,0.28712,0.39237,0.65819,0.84721,0.17455,0.70678,0.71663,0.89983,0.08954,0.83786,0.8095,0.90902,0.04952,0.84486,0.64856,0.32159,-1.08781,0.65938,0.32223,-1.08806
frame_15966.jpg,0,0.65265,0.34466,0.76003,0.49085,0.29706,0.38351,0.74328,0.83599,0.17697,0.68286,0.62171,0.75456,0.11469,0.84804,0.6039,0.67703,0.09224,0.87861,0.70103,0.30115,-1.05054,0.71621,0.30436,-1.05075
frame_15984.jpg,0,0.7311,0.3703,0.80894,0.52764,0.31888,0.39632,0.74624,0.89874,0.16404,0.71413,0.5248,0.88152,0.15562,0.86019,0.45933,0.8059,0.13562,0.90089,0.78015,0.32789,-0.9144,0.79177,0.3308,-0.91483
frame_16002.jpg,0,0.73174,0.36589,0.81732,0.52949,0.28893,0.39036,0.74551,0.91298,0.14253,0.70995,0.50974,0.85922,0.10314,0.8554,0.44654,0.77723,0.08387,0.8843,0.78676,0.32289,-0.87387,0.80324,0.3263,-0.87425
frame_1602.jpg,0,0.75883,0.18918,0.92977,0.45864,0.31589,0.47743,0.95403,0.74387,0.27842,0.80243,0.89855,0.85884,0.38514,0.93132,0.84271,0.90965,0.44083,0.95097,0.7485,0.14155,-1.31496,0.75802,0.14238,-1.31568
frame_16020.jpg,0,0.7417,0.37719,0.83259,0.52799,0.29956,0.41725,0.75219,0.87795,0.16039,0.78301,0.67858,0.92966,100,100,0.71636,0.92359,100,100,0.79689,0.33076,-1.02293,0.81316,0.33248,-1.02358
frame_16038.jpg,0,0.5473,0.37395,0.80093,0.50474,0.20063,0.51037,0.79881,0.86108,0.12786,0.85736,0.77456,0.89922,0.09344,0.98268,0.83519,0.88261,0.08076,0.99806,0.57556,0.30702,-2.05546,0.59682,0.29991,-2.05633
frame_16056.jpg,0,0.61419,0.36025,0.90224,0.48163,0.32199,0.51883,1.00829,0.81885,0.32205,0.83051,0.70904,0.87802,0.23929,0.91134,0.57983,0.88055,0.17262,0.91218,0.62781,0.29805,-1.97963,0.64785,0.29046,-1.98005
frame_16074.jpg,0,0.32961,0.3817,0.74252,0.352,0.29235,0.53313,0.89564,0.66469,0.39002,0.87531,100,100,0.38673,0.94978,100,100,0.32112,0.92387,0.3082,0.30317,-0.82344,0.32209,0.27943,-0.82335
frame_16092.jpg,0,0.31943,0.3553,0.79383,0.41014,0.22944,0.54737,1.03184,0.73634,0.33134,0.89013,0.9271,0.80257,0.23768,0.93358,0.87044,0.76563,0.16972,0.89437,0.31877,0.29211,-1.00884,0.34495,0.2766,-1.00928
frame_16110.jpg,0,0.56943,0.36807,0.8636,0.50536,0.13897,0.52803,0.91266,0.85943,0.10043,0.86425,0.5677,0.97204,0.19358,0.95121,0.44707,0.95022,0.22848,0.93545,0.61176,0.30663,-2.89622,0.63609,0.30289,-2.89673
frame_16128.jpg,0,0.35225,0.34653,0.79852,0.41185,0.25053,0.55014,0.9234,0.74764,0.26217,0.88077,0.61,0.97595,0.22386,0.92532,0.4302,0.95826,0.15324,0.90821,0.33849,0.28319,-1.6866,0.35872,0.26655,-1.68633
frame_16146.jpg,0,0.3057,0.34148,0.77263,0.39241,0.25289,0.54663,0.88946,0.77961,0.27116,0.89129,100,100,100,100,100,100,100,100,0.29161,0.27592,-1.2556,0.30777,0.25942,-1.25547
frame_16164.jpg,0,0.32997,0.33818,0.73544,0.36423,0.25432,0.54623,0.90301,0.64308,0.3037,0.87541,0.71689,0.85619,0.27771,0.92063,0.61928,0.8727,0.23364,0.90047,0.31955,0.27427,-0.96731,0.33808,0.25612,-0.96752
frame_16182.jpg,0,0.31315,0.34654,0.75615,0.36976,0.25388,0.52855,0.92479,0.65572,0.26478,0.85071,100,100,0.29381,0.91964,100,100,0.26969,0.89824,0.29711,0.28334,-0.92025,0.31389,0.26505,-0.92034
frame_162.jpg,0,0.55183,0.31664,0.81482,0.51333,0.21981,0.50171,0.93275,0.86942,0.08915,0.85582,0.76966,0.98521,0.29335,0.96349,0.66922,0.98007,0.38123,0.95479,0.5963,0.25774,-1.41894,0.62011,0.25739,-1.41895
frame_1620.jpg,0,0.74021,0.1861,0.91069,0.46227,0.28573,0.50026,0.95137,0.73461,0.26293,0.79667,0.89669,0.87636,0.36986,0.92958,0.83408,0.92055,0.42965,0.93469,0.71679,0.14056,-1.73075,0.72225,0.13986,-1.73131
frame_16200.jpg,0,0.33553,0.34799,0.75858,0.40443,0.24696,0.57015,0.89032,0.72586,100,100,100,100,100,100,100,100,100,100,0.32162,0.27916,-0.96089,0.341,0.26056,-0.9607
frame_16218.jpg,0,0.34,0.32852,0.75178,0.38867,0.25999,0.54412,0.86748,0.75908,0.2892,0.87571,100,100,0.33162,0.94051,100,100,0.35944,0.94686,0.32529,0.25564,-1.03361,0.34354,0.23599,-1.03357
frame_16236.jpg,0,0.3105,0.32794,0.75589,0.38506,0.25792,0.55243,0.91025,0.73057,0.29855,0.8773,0.84686,0.86793,0.33499,0.9502,0.81604,0.84353,0.30438,0.91461,0.30135,0.2605,-0.98474,0.31826,0.24376,-0.98467
frame_16254.jpg,0,0.31875,0.35376,0.76922,0.40111,0.25446,0.55502,0.93838,0.75744,0.29274,0.87296,0.84661,0.85013,0.2965,0.93808,0.79743,0.7979,0.28332,0.92426,0.31002,0.28724,-1.01224,0.32849,0.26951,-1.01188
frame_16272.jpg,0,0.29938,0.35661,0.75041,0.39178,0.24577,0.53754,0.93603,0.68713,0.27344,0.85041,0.83608,0.85008,0.24472,0.91261,0.79723,0.87168,0.21701,0.89866,0.28861,0.29063,-0.89315,0.30656,0.27397,-0.89328
frame_16290.jpg,0,0.30191,0.38887,0.68027,0.30646,0.28518,0.51246,0.85846,0.62736,0.37311,0.86247,0.80947,0.81856,0.37078,0.94852,0.75581,0.87133,0.35799,0.9113,0.27482,0.31731,-1.31845,0.28453,0.29375,-1.31824
frame_16308.jpg,0,0.34529,0.36784,0.77616,0.40264,0.25092,0.52166,0.93595,0.68745,0.30174,0.82899,0.91632,0.86948,0.2551,0.90825,0.86004,0.90101,0.1939,0.90464,0.3364,0.30345,-0.86323,0.3599,0.28798,-0.86347
frame_16326.jpg,0,0.35142,0.35382,0.76945,0.39559,0.20924,0.52684,0.92733,0.65451,0.22164,0.84029,0.71281,0.83906,0.21336,0.91761,0.56785,0.89395,0.18869,0.9125,0.34733,0.29028,-0.94095,0.37185,0.27547,-0.94077
frame_16344.jpg,0,0.36814,0.34356,0.76653,0.40918,0.2265,0.54017,0.93327,0.68824,0.24302,0.83682,0.86154,0.92722,0.21379,0.91202,0.79762,0.96219,0.16147,0.89547,0.37247,0.27761,-0.99799,0.39914,0.2635,-0.99819
frame_16362.jpg,0,0.40986,0.33693,0.78815,0.42656,0.22214,0.55445,0.94714,0.77247,0.24552,0.87134,100,100,0.22752,0.93744,100,100,0.18126,0.92441,0.41648,0.27079,-1.18421,0.43912,0.25888,-1.18433
frame_1638.jpg,0,0.72383,0.1557,0.91616,0.45155,0.27479,0.48059,0.98453,0.72737,0.23249,0.7928,0.90075,0.86863,0.37395,0.92786,0.84105,0.91185,0.44406,0.9521,0.69089,0.11692,-0.90719,0.69524,0.11772,-0.90766
frame_16380.jpg,0,0.32508,0.31413,0.58843,0.41971,0.12596,0.54575,0.681,0.74502,0.14763,0.87569,100,100,100,100,100,100,100,100,0.31582,0.25021,-0.99755,0.32935,0.23907,-0.99759
frame_16398.jpg,0,0.28902,0.29438,0.57419,0.45368,0.12896,0.54635,0.63709,0.75238,0.11249,0.86964,0.75122,0.93339,0.06019,0.9786,0.83641,0.95147,0.03043,0.96834,0.31158,0.2368,-1.00689,0.33162,0.23259,-1.00717
frame_16416.jpg,0,0.35361,0.36442,0.61364,0.53641,0.1709,0.58176,0.66424,0.82721,0.126,0.89362,0.79184,0.97495,0.06562,1.05161,0.87123,0.98722,0.05104,1.1141,0.38063,0.31732,-1.1141,0.39951,0.3159,-1.1143
frame_16434.jpg,0,0.58377,0.35274,0.83757,0.50991,0.25401,0.47047,0.9408,0.92252,0.14573,0.83961,0.73297,0.6303,0.12995,0.90124,0.68857,0.4973,0.12589,0.87902,0.62997,0.29443,-1.3795,0.65154,0.29239,-1.37945
frame_16452.jpg,0,0.5131,0.3345,0.79794,0.57578,0.2166,0.53371,0.86165,0.95877,0.09814,0.87616,0.65626,0.79783,0.15706,0.88205,0.6109,0.71378,0.21591,0.81196,0.55801,0.2864,-1.5017,0.5842,0.28797,-1.50165
frame_16470.jpg,0,0.44919,0.31775,0.78927,0.54984,0.18204,0.56564,0.88193,0.86961,0.1247,0.85914,0.63879,0.95891,0.16381,0.94415,0.50826,0.95393,0.19679,0.92991,0.48734,0.27069,-1.40356,0.51009,0.26908,-1.40408
frame_16488.jpg,0,0.41999,0.22668,0.78746,0.48564,0.17207,0.49371,0.877,0.86067,0.11479,0.84629,0.57545,0.93334,0.21293,0.90915,100,100,100,100,0.46572,0.17581,-1.75468,0.49296,0.17501,-1.75506
frame_16506.jpg,0,0.42273,0.22499,0.79658,0.48027,0.16946,0.4975,0.87128,0.83926,0.12432,0.84132,100,100,0.20069,0.92547,100,100,0.22371,0.91066,0.46976,0.17522,-1.56602,0.49722,0.17396,-1.56598
frame_16524.jpg,0,0.43253,0.31791,0.77144,0.54572,0.19125,0.56196,0.85012,0.85579,0.15622,0.85919,100,100,100,100,100,100,100,100,0.47306,0.27374,-1.41313,0.49672,0.2722,-1.41358
frame_16542.jpg,0,0.44337,0.21757,0.81663,0.4823,0.17579,0.50282,0.89943,0.8331,0.13939,0.86757,0.79965,0.94336,0.19335,0.96647,0.75102,0.92113,0.23345,0.95195,0.48656,0.16713,-1.50861,0.51241,0.16633,-1.5093
frame_1656.jpg,0,0.69904,0.17191,0.89095,0.44013,0.28465,0.47468,0.95693,0.71273,0.21619,0.77122,0.88598,0.87459,0.36251,0.90505,0.82668,0.91532,0.43944,0.93677,0.66631,0.13603,-0.91851,0.66968,0.13657,-0.91887
frame_16560.jpg,0,0.44183,0.22718,0.75566,0.482,0.16942,0.50777,0.865,0.78648,0.13654,0.854,0.84787,0.88124,0.18584,0.95578,0.85873,0.88366,0.22804,0.92301,0.47449,0.17957,-1.16007,0.49735,0.17902,-1.16089
frame_16578.jpg,0,0.38694,0.32433,0.70055,0.42612,0.1516,0.51186,0.87176,0.66612,0.12834,0.82506,0.8291,0.92133,0.20232,0.93261,100,100,0.22942,0.91485,0.41352,0.26809,-1.524,0.43649,0.26133,-1.52438
frame_16596.jpg,0,0.34959,0.38745,0.7493,0.44645,0.11969,0.51713,0.85683,0.85896,0.13048,0.84196,100,100,0.24709,0.948,100,100,100,100,0.36284,0.30984,-1.26622,0.39127,0.29545,-1.26631
frame_16614.jpg,0,0.41885,0.36793,0.82003,0.46795,0.14447,0.51323,0.88289,0.83882,0.14827,0.83443,100,100,0.21419,0.95454,100,100,0.24063,0.93748,0.44135,0.29887,-1.85905,0.47025,0.28728,-1.85922
frame_16632.jpg,0,0.38922,0.35439,0.73193,0.43356,0.13416,0.51798,0.92368,0.62591,0.12441,0.79728,0.86115,0.89277,0.17154,0.93998,0.80051,0.9448,0.19947,0.93639,0.41236,0.29138,-1.15062,0.43652,0.279,-1.15058
frame_16650.jpg,0,0.33746,0.38211,0.62062,0.43906,0.14169,0.51352,0.89617,0.5955,0.12986,0.8179,0.73037,0.86598,0.19337,0.93785,0.64826,0.90815,0.20122,0.9241,0.34987,0.31201,-1.60308,0.36899,0.3018,-1.60321
frame_16668.jpg,0,0.32286,0.39102,0.62129,0.42335,0.13474,0.51189,0.90197,0.58826,0.12427,0.81093,0.69836,0.81378,0.16283,0.91733,0.62197,0.85164,0.18282,0.90353,0.34033,0.31816,-1.66188,0.36051,0.30826,-1.66174
frame_16686.jpg,0,0.32542,0.4006,0.6252,0.43176,0.12183,0.52276,0.88075,0.60012,0.13909,0.81264,0.67743,0.85557,0.18242,0.91677,0.59711,0.88953,0.20547,0.91892,0.34896,0.32745,-1.9049,0.37117,0.31715,-1.90483
frame_16704.jpg,0,0.49296,0.39703,0.70445,0.43812,0.26005,0.46777,0.9512,0.63526,0.05105,0.62083,0.74505,0.8626,0.22489,0.80759,0.66406,0.88417,0.31021,0.84801,0.51646,0.34237,-1.97557,0.53279,0.33559,-1.97504
frame_16722.jpg,0,0.4655,0.40925,0.67885,0.45347,0.26463,0.47349,0.93399,0.66175,0.05186,0.68485,0.72074,0.88005,0.22406,0.86728,0.64319,0.88994,0.30906,0.89077,0.49227,0.3501,-1.87697,0.50898,0.34575,-1.87656
frame_1674.jpg,0,0.60627,0.25667,0.89189,0.46735,0.27216,0.48645,0.97178,0.73596,0.25273,0.78038,0.89086,0.87767,0.37242,0.92138,0.83267,0.92861,0.41612,0.94092,0.64753,0.20631,-1.83254,0.66896,0.20476,-1.83301
frame_16740.jpg,0,0.45838,0.38688,0.69431,0.45491,0.26962,0.4711,0.94947,0.66093,0.04981,0.67229,0.7193,0.88489,0.23554,0.87351,0.63523,0.89463,0.31809,0.88616,0.48445,0.32703,-1.88756,0.503,0.32366,-1.88713
frame_16758.jpg,0,0.50817,0.44763,0.67649,0.53218,0.30216,0.55386,0.93597,0.61294,0.08396,0.72043,0.85643,0.585,0.20703,0.53689,100,100,0.26083,0.47153,0.52287,0.39392,-1.44486,0.53425,0.38932,-1.44473
